device,model,dvfs_mode,dvfs_mode_label,condition_tag,segment,capacity_ips,lambda_frac,target_rps,run_idx,achieved_rps,p95_latency_ms,warm_idle_w,serving_w,delta_w,marginal_wall_energy_j_per_inf,n_valid_power_runs,power_status,source_json,batch_size
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,0.25,2.67,5,2.72,51.86,10.3,11.9,1.6,0.588235,1,ok,20260514T192458+0900_105_xavier_effb4_dvfs8_trt_l025_r5_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,0.25,2.67,6,2.47,52.74,10.25,12.06,1.81,0.732794,1,ok,20260514T192618+0900_953_xavier_effb4_dvfs8_trt_l025_r6_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,0.25,2.67,7,2.52,65.45,10.55,11.71,1.16,0.460317,1,ok,20260514T192739+0900_076_xavier_effb4_dvfs8_trt_l025_r7_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,0.25,2.67,8,3.12,64.13,10.5,12.16,1.66,0.532051,1,ok,20260514T192859+0900_172_xavier_effb4_dvfs8_trt_l025_r8_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,0.25,2.67,9,2.6,66.18,10.2,11.98,1.78,0.684615,1,ok,20260514T193020+0900_173_xavier_effb4_dvfs8_trt_l025_r9_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,0.5,5.35,0,5.45,79.9,10.2,13.49,3.29,0.60367,1,ok,20260514T193140+0900_885_xavier_effb4_dvfs8_trt_l050_r0_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,0.5,5.35,1,5.25,73.43,10.3,13.44,3.14,0.598095,1,ok,20260514T193301+0900_793_xavier_effb4_dvfs8_trt_l050_r1_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,0.5,5.35,2,5.32,73.96,10.4,13.38,2.98,0.56015,1,ok,20260514T193421+0900_905_xavier_effb4_dvfs8_trt_l050_r2_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,0.5,5.35,3,5.43,75.26,10.3,13.74,3.44,0.633517,1,ok,20260514T193548+0900_489_xavier_effb4_dvfs8_trt_l050_r3_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,0.5,5.35,4,5.57,79.9,10.4,13.43,3.03,0.543986,1,ok,20260514T193709+0900_538_xavier_effb4_dvfs8_trt_l050_r4_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,0.5,5.35,5,5.27,78.76,10.3,13.38,3.08,0.58444,1,ok,20260514T193830+0900_265_xavier_effb4_dvfs8_trt_l050_r5_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,0.5,5.35,6,5.78,77.32,10.2,13.79,3.59,0.621107,1,ok,20260514T193951+0900_281_xavier_effb4_dvfs8_trt_l050_r6_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,0.5,5.35,7,5.13,75.66,10.4,13.33,2.93,0.57115,1,ok,20260514T194112+0900_210_xavier_effb4_dvfs8_trt_l050_r7_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,0.5,5.35,8,5.6,78.28,10.4,13.62,3.22,0.575,1,ok,20260514T194233+0900_201_xavier_effb4_dvfs8_trt_l050_r8_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,0.5,5.35,9,5.4,78.04,10.4,13.63,3.23,0.598148,1,ok,20260514T194353+0900_505_xavier_effb4_dvfs8_trt_l050_r9_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,0.75,8.02,0,8.33,92.36,10.25,15.28,5.03,0.603842,1,ok,20260514T194514+0900_525_xavier_effb4_dvfs8_trt_l075_r0_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,0.75,8.02,1,7.87,83.3,10.4,14.88,4.48,0.56925,1,ok,20260514T194635+0900_545_xavier_effb4_dvfs8_trt_l075_r1_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,0.75,8.02,2,8.23,87.22,10.3,15.24,4.94,0.600243,1,ok,20260514T194756+0900_565_xavier_effb4_dvfs8_trt_l075_r2_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,0.75,8.02,3,8.6,95.1,10.4,15.45,5.05,0.587209,1,ok,20260514T194917+0900_585_xavier_effb4_dvfs8_trt_l075_r3_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,0.75,8.02,4,8.35,86.9,10.3,15.19,4.89,0.585629,1,ok,20260514T195038+0900_376_xavier_effb4_dvfs8_trt_l075_r4_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,0.75,8.02,5,8.03,88.99,10.35,15.06,4.71,0.58655,1,ok,20260514T195159+0900_291_xavier_effb4_dvfs8_trt_l075_r5_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,0.75,8.02,6,8.52,80.8,10.4,15.47,5.07,0.59507,1,ok,20260514T195320+0900_049_xavier_effb4_dvfs8_trt_l075_r6_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,0.75,8.02,7,8.27,82.07,10.4,15.27,4.87,0.588875,1,ok,20260514T195441+0900_016_xavier_effb4_dvfs8_trt_l075_r7_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,0.75,8.02,8,8.02,86.4,10.3,15.16,4.86,0.605985,1,ok,20260514T195602+0900_097_xavier_effb4_dvfs8_trt_l075_r8_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,0.75,8.02,9,8.28,92.39,10.3,15.33,5.03,0.607488,1,ok,20260514T195723+0900_085_xavier_effb4_dvfs8_trt_l075_r9_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,1.0,10.7,0,10.4,107.38,10.4,16.52,6.12,0.588462,1,ok,20260514T195843+0900_931_xavier_effb4_dvfs8_trt_l100_r0_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,1.0,10.7,1,10.75,109.52,10.3,16.6,6.3,0.586047,1,ok,20260514T200004+0900_970_xavier_effb4_dvfs8_trt_l100_r1_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,1.0,10.7,2,10.6,88.12,10.4,16.87,6.47,0.610377,1,ok,20260514T200125+0900_755_xavier_effb4_dvfs8_trt_l100_r2_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,1.0,10.7,3,10.02,107.37,10.5,16.27,5.77,0.575848,1,ok,20260514T200246+0900_556_xavier_effb4_dvfs8_trt_l100_r3_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,1.0,10.7,4,10.95,119.06,10.4,16.92,6.52,0.595434,1,ok,20260514T200407+0900_393_xavier_effb4_dvfs8_trt_l100_r4_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,1.0,10.7,5,11.43,99.07,10.4,17.21,6.81,0.595801,1,ok,20260514T200528+0900_512_xavier_effb4_dvfs8_trt_l100_r5_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,1.0,10.7,6,10.8,96.21,10.35,16.85,6.5,0.601852,1,ok,20260514T200649+0900_391_xavier_effb4_dvfs8_trt_l100_r6_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,1.0,10.7,7,11.05,100.74,10.4,16.96,6.56,0.593665,1,ok,20260514T200810+0900_444_xavier_effb4_dvfs8_trt_l100_r7_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,1.0,10.7,8,10.42,109.95,10.4,16.38,5.98,0.573896,1,ok,20260514T200931+0900_537_xavier_effb4_dvfs8_trt_l100_r8_lsweep.json,1
xavier,efficientnet-b4,8,MODE_20W_6CORE,dvfs8,jetson,10.7,1.0,10.7,9,11.32,98.22,10.3,17.06,6.76,0.597173,1,ok,20260514T201052+0900_157_xavier_effb4_dvfs8_trt_l100_r9_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,0.25,64.05,0,64.75,12.96,9.75,11.22,1.47,0.022703,1,ok,20260508T144037+0900_650_xavier_mob050_dvfs0_trt_l025_r0_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,0.25,64.05,1,64.03,12.59,9.6,11.22,1.62,0.025301,1,ok,20260508T144201+0900_270_xavier_mob050_dvfs0_trt_l025_r1_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,0.25,64.05,2,63.82,12.65,9.55,11.22,1.67,0.026167,1,ok,20260508T144321+0900_772_xavier_mob050_dvfs0_trt_l025_r2_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,0.25,64.05,3,63.62,12.57,9.5,11.23,1.73,0.027193,1,ok,20260508T144442+0900_312_xavier_mob050_dvfs0_trt_l025_r3_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,0.25,64.05,4,64.57,12.48,9.55,11.29,1.74,0.026947,1,ok,20260508T144602+0900_813_xavier_mob050_dvfs0_trt_l025_r4_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,0.25,64.05,5,65.47,12.3,9.5,11.28,1.78,0.027188,1,ok,20260508T144723+0900_345_xavier_mob050_dvfs0_trt_l025_r5_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,0.25,64.05,6,64.18,12.48,9.5,11.24,1.74,0.027111,1,ok,20260508T144843+0900_888_xavier_mob050_dvfs0_trt_l025_r6_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,0.25,64.05,7,64.4,11.97,9.7,11.22,1.52,0.023602,1,ok,20260508T145004+0900_337_xavier_mob050_dvfs0_trt_l025_r7_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,0.25,64.05,8,63.68,12.55,9.5,11.28,1.78,0.027952,1,ok,20260508T145124+0900_804_xavier_mob050_dvfs0_trt_l025_r8_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,0.25,64.05,9,63.93,12.52,9.55,11.25,1.7,0.026592,1,ok,20260508T145245+0900_272_xavier_mob050_dvfs0_trt_l025_r9_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,0.5,128.1,0,128.75,17.41,9.7,12.75,3.05,0.023689,1,ok,20260508T145405+0900_704_xavier_mob050_dvfs0_trt_l050_r0_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,0.5,128.1,1,129.53,17.71,9.55,12.74,3.19,0.024627,1,ok,20260508T145526+0900_176_xavier_mob050_dvfs0_trt_l050_r1_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,0.5,128.1,2,126.02,17.42,9.75,12.64,2.89,0.022933,1,ok,20260508T145646+0900_608_xavier_mob050_dvfs0_trt_l050_r2_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,0.5,128.1,3,129.5,17.14,9.65,12.74,3.09,0.023861,1,ok,20260508T145807+0900_076_xavier_mob050_dvfs0_trt_l050_r3_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,0.5,128.1,4,129.25,17.0,9.6,12.74,3.14,0.024294,1,ok,20260508T145927+0900_560_xavier_mob050_dvfs0_trt_l050_r4_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,0.5,128.1,5,126.13,17.69,9.7,12.7,3.0,0.023785,1,ok,20260508T150048+0900_120_xavier_mob050_dvfs0_trt_l050_r5_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,0.5,128.1,6,128.28,17.89,9.7,12.74,3.04,0.023698,1,ok,20260508T150208+0900_593_xavier_mob050_dvfs0_trt_l050_r6_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,0.5,128.1,7,126.07,16.4,9.6,12.66,3.06,0.024272,1,ok,20260508T150329+0900_101_xavier_mob050_dvfs0_trt_l050_r7_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,0.5,128.1,8,132.72,17.35,9.7,12.84,3.14,0.023659,1,ok,20260508T150449+0900_609_xavier_mob050_dvfs0_trt_l050_r8_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,0.5,128.1,9,128.97,16.47,9.7,12.75,3.05,0.023649,1,ok,20260508T150610+0900_164_xavier_mob050_dvfs0_trt_l050_r9_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,0.75,192.15,0,192.05,24.78,9.6,14.23,4.63,0.024108,1,ok,20260508T150730+0900_620_xavier_mob050_dvfs0_trt_l075_r0_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,0.75,192.15,1,190.28,28.36,9.8,14.17,4.37,0.022966,1,ok,20260508T150851+0900_056_xavier_mob050_dvfs0_trt_l075_r1_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,0.75,192.15,2,192.78,26.43,9.7,14.18,4.48,0.023239,1,ok,20260508T151011+0900_553_xavier_mob050_dvfs0_trt_l075_r2_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,0.75,192.15,3,188.92,24.4,9.6,14.15,4.55,0.024084,1,ok,20260508T151131+0900_992_xavier_mob050_dvfs0_trt_l075_r3_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,0.75,192.15,4,189.77,25.13,9.8,14.15,4.35,0.022922,1,ok,20260508T151252+0900_497_xavier_mob050_dvfs0_trt_l075_r4_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,0.75,192.15,5,189.52,25.66,9.6,14.1,4.5,0.023744,1,ok,20260508T151412+0900_932_xavier_mob050_dvfs0_trt_l075_r5_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,0.75,192.15,6,190.07,28.83,9.7,14.15,4.45,0.023412,1,ok,20260508T151533+0900_361_xavier_mob050_dvfs0_trt_l075_r6_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,0.75,192.15,7,192.45,27.42,9.55,14.25,4.7,0.024422,1,ok,20260508T151653+0900_824_xavier_mob050_dvfs0_trt_l075_r7_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,0.75,192.15,8,190.92,27.75,9.6,14.15,4.55,0.023832,1,ok,20260508T151814+0900_321_xavier_mob050_dvfs0_trt_l075_r8_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,0.75,192.15,9,191.87,26.36,9.6,14.19,4.59,0.023922,1,ok,20260508T151934+0900_756_xavier_mob050_dvfs0_trt_l075_r9_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,1.0,256.2,0,258.68,68.87,9.6,15.76,6.16,0.023813,1,ok,20260508T152055+0900_296_xavier_mob050_dvfs0_trt_l100_r0_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,1.0,256.2,1,256.77,67.42,9.8,15.61,5.81,0.022627,1,ok,20260508T152215+0900_776_xavier_mob050_dvfs0_trt_l100_r1_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,1.0,256.2,2,256.25,75.36,9.8,15.61,5.81,0.022673,1,ok,20260508T152336+0900_583_xavier_mob050_dvfs0_trt_l100_r2_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,1.0,256.2,3,257.3,91.96,9.6,15.68,6.08,0.02363,1,ok,20260508T152457+0900_047_xavier_mob050_dvfs0_trt_l100_r3_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,1.0,256.2,4,253.9,69.09,9.7,15.59,5.89,0.023198,1,ok,20260508T152617+0900_516_xavier_mob050_dvfs0_trt_l100_r4_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,1.0,256.2,5,257.53,87.16,9.8,15.66,5.86,0.022755,1,ok,20260508T152737+0900_993_xavier_mob050_dvfs0_trt_l100_r5_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,1.0,256.2,6,252.47,59.75,9.65,15.61,5.96,0.023607,1,ok,20260508T152858+0900_468_xavier_mob050_dvfs0_trt_l100_r6_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,1.0,256.2,7,257.33,92.18,9.6,15.66,6.06,0.02355,1,ok,20260508T153018+0900_996_xavier_mob050_dvfs0_trt_l100_r7_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,1.0,256.2,8,255.98,75.65,9.6,15.65,6.05,0.023635,1,ok,20260508T153139+0900_501_xavier_mob050_dvfs0_trt_l100_r8_lsweep.json,1
xavier,mobilenet-v2-050,0,MODE_15W_2CORE,dvfs0,jetson,256.2,1.0,256.2,9,259.75,59.6,9.65,15.73,6.08,0.023407,1,ok,20260508T153300+0900_016_xavier_mob050_dvfs0_trt_l100_r9_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,0.25,68.75,0,69.98,12.79,9.7,11.53,1.83,0.02615,1,ok,20260508T153521+0900_737_xavier_mob050_dvfs1_trt_l025_r0_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,0.25,68.75,1,68.98,12.37,9.7,11.46,1.76,0.025515,1,ok,20260508T153644+0900_100_xavier_mob050_dvfs1_trt_l025_r1_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,0.25,68.75,2,68.25,12.09,9.7,11.44,1.74,0.025495,1,ok,20260508T153804+0900_792_xavier_mob050_dvfs1_trt_l025_r2_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,0.25,68.75,3,68.27,12.28,9.6,11.44,1.84,0.026952,1,ok,20260508T153925+0900_424_xavier_mob050_dvfs1_trt_l025_r3_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,0.25,68.75,4,66.78,12.23,9.7,11.41,1.71,0.025606,1,ok,20260508T154046+0900_065_xavier_mob050_dvfs1_trt_l025_r4_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,0.25,68.75,5,68.2,12.76,9.75,11.43,1.68,0.024633,1,ok,20260508T154206+0900_692_xavier_mob050_dvfs1_trt_l025_r5_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,0.25,68.75,6,68.23,12.9,9.75,11.46,1.71,0.025062,1,ok,20260508T154327+0900_306_xavier_mob050_dvfs1_trt_l025_r6_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,0.25,68.75,7,69.35,12.27,9.8,11.44,1.64,0.023648,1,ok,20260508T154447+0900_973_xavier_mob050_dvfs1_trt_l025_r7_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,0.25,68.75,8,70.12,12.84,9.7,11.48,1.78,0.025385,1,ok,20260508T154608+0900_544_xavier_mob050_dvfs1_trt_l025_r8_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,0.25,68.75,9,69.0,12.05,9.8,11.44,1.64,0.023768,1,ok,20260508T154729+0900_156_xavier_mob050_dvfs1_trt_l025_r9_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,0.5,137.5,0,136.43,15.45,9.6,12.99,3.39,0.024848,1,ok,20260508T154849+0900_793_xavier_mob050_dvfs1_trt_l050_r0_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,0.5,137.5,1,136.02,15.79,9.8,12.91,3.11,0.022864,1,ok,20260508T155010+0900_396_xavier_mob050_dvfs1_trt_l050_r1_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,0.5,137.5,2,138.3,15.5,9.85,13.02,3.17,0.022921,1,ok,20260508T155130+0900_960_xavier_mob050_dvfs1_trt_l050_r2_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,0.5,137.5,3,138.07,16.01,9.8,13.02,3.22,0.023322,1,ok,20260508T155251+0900_592_xavier_mob050_dvfs1_trt_l050_r3_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,0.5,137.5,4,140.02,15.33,9.85,13.07,3.22,0.022997,1,ok,20260508T155412+0900_245_xavier_mob050_dvfs1_trt_l050_r4_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,0.5,137.5,5,136.9,15.15,9.7,12.95,3.25,0.02374,1,ok,20260508T155532+0900_822_xavier_mob050_dvfs1_trt_l050_r5_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,0.5,137.5,6,140.25,15.2,9.8,13.1,3.3,0.023529,1,ok,20260508T155653+0900_453_xavier_mob050_dvfs1_trt_l050_r6_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,0.5,137.5,7,136.7,15.64,9.9,12.95,3.05,0.022312,1,ok,20260508T155814+0900_076_xavier_mob050_dvfs1_trt_l050_r7_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,0.5,137.5,8,135.07,15.44,9.7,12.99,3.29,0.024358,1,ok,20260508T155934+0900_720_xavier_mob050_dvfs1_trt_l050_r8_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,0.5,137.5,9,139.12,16.63,9.65,13.01,3.36,0.024152,1,ok,20260508T160055+0900_332_xavier_mob050_dvfs1_trt_l050_r9_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,0.75,206.25,0,204.07,24.53,9.8,14.43,4.63,0.022688,1,ok,20260508T160215+0900_967_xavier_mob050_dvfs1_trt_l075_r0_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,0.75,206.25,1,204.4,23.54,9.7,14.5,4.8,0.023483,1,ok,20260508T160336+0900_601_xavier_mob050_dvfs1_trt_l075_r1_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,0.75,206.25,2,207.73,24.52,9.8,14.55,4.75,0.022866,1,ok,20260508T160457+0900_205_xavier_mob050_dvfs1_trt_l075_r2_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,0.75,206.25,3,204.65,24.87,9.85,14.47,4.62,0.022575,1,ok,20260508T160617+0900_838_xavier_mob050_dvfs1_trt_l075_r3_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,0.75,206.25,4,206.72,23.32,9.8,14.53,4.73,0.022881,1,ok,20260508T160738+0900_544_xavier_mob050_dvfs1_trt_l075_r4_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,0.75,206.25,5,206.28,22.8,9.8,14.59,4.79,0.023221,1,ok,20260508T160859+0900_148_xavier_mob050_dvfs1_trt_l075_r5_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,0.75,206.25,6,206.52,24.75,9.7,14.58,4.88,0.02363,1,ok,20260508T161019+0900_737_xavier_mob050_dvfs1_trt_l075_r6_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,0.75,206.25,7,204.57,23.43,9.7,14.5,4.8,0.023464,1,ok,20260508T161140+0900_412_xavier_mob050_dvfs1_trt_l075_r7_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,0.75,206.25,8,206.7,23.95,9.75,14.57,4.82,0.023319,1,ok,20260508T161300+0900_000_xavier_mob050_dvfs1_trt_l075_r8_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,0.75,206.25,9,206.92,24.38,9.8,14.53,4.73,0.022859,1,ok,20260508T161421+0900_628_xavier_mob050_dvfs1_trt_l075_r9_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,1.0,275.0,0,272.02,103.5,9.8,15.96,6.16,0.022645,1,ok,20260508T161542+0900_260_xavier_mob050_dvfs1_trt_l100_r0_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,1.0,275.0,1,275.28,99.6,9.7,16.0,6.3,0.022886,1,ok,20260508T161702+0900_948_xavier_mob050_dvfs1_trt_l100_r1_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,1.0,275.0,2,274.8,89.5,9.7,16.03,6.33,0.023035,1,ok,20260508T161823+0900_512_xavier_mob050_dvfs1_trt_l100_r2_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,1.0,275.0,3,275.53,129.98,9.75,16.08,6.33,0.022974,1,ok,20260508T161944+0900_121_xavier_mob050_dvfs1_trt_l100_r3_lsweep.json,1
