device,model,dvfs_mode,dvfs_mode_label,condition_tag,segment,capacity_ips,lambda_frac,target_rps,run_idx,achieved_rps,p95_latency_ms,warm_idle_w,serving_w,delta_w,marginal_wall_energy_j_per_inf,n_valid_power_runs,power_status,source_json,batch_size
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,1.0,275.0,4,272.87,72.62,9.7,15.93,6.23,0.022831,1,ok,20260508T162104+0900_789_xavier_mob050_dvfs1_trt_l100_r4_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,1.0,275.0,5,275.63,67.34,9.7,16.06,6.36,0.023074,1,ok,20260508T162225+0900_427_xavier_mob050_dvfs1_trt_l100_r5_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,1.0,275.0,6,275.32,71.68,9.7,15.99,6.29,0.022846,1,ok,20260508T162346+0900_097_xavier_mob050_dvfs1_trt_l100_r6_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,1.0,275.0,7,280.87,107.27,9.9,16.15,6.25,0.022252,1,ok,20260508T162506+0900_720_xavier_mob050_dvfs1_trt_l100_r7_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,1.0,275.0,8,271.77,62.0,9.9,16.03,6.13,0.022556,1,ok,20260508T162627+0900_373_xavier_mob050_dvfs1_trt_l100_r8_lsweep.json,1
xavier,mobilenet-v2-050,1,MODE_15W_4CORE,dvfs1,jetson,275.0,1.0,275.0,9,276.57,57.79,9.7,16.08,6.38,0.023068,1,ok,20260508T162748+0900_065_xavier_mob050_dvfs1_trt_l100_r9_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,0.25,71.88,0,71.1,11.82,9.8,11.66,1.86,0.02616,1,ok,20260508T162955+0900_893_xavier_mob050_dvfs2_trt_l025_r0_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,0.25,71.88,1,71.1,11.96,9.9,11.61,1.71,0.024051,1,ok,20260508T163116+0900_489_xavier_mob050_dvfs2_trt_l025_r1_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,0.25,71.88,2,70.57,11.83,10.05,11.57,1.52,0.021539,1,ok,20260508T163248+0900_060_xavier_mob050_dvfs2_trt_l025_r2_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,0.25,71.88,3,71.3,12.23,9.9,11.64,1.74,0.024404,1,ok,20260508T163408+0900_696_xavier_mob050_dvfs2_trt_l025_r3_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,0.25,71.88,4,71.0,11.9,9.85,11.59,1.74,0.024507,1,ok,20260508T163529+0900_380_xavier_mob050_dvfs2_trt_l025_r4_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,0.25,71.88,5,72.48,12.01,9.8,11.67,1.87,0.0258,1,ok,20260508T163649+0900_977_xavier_mob050_dvfs2_trt_l025_r5_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,0.25,71.88,6,72.08,11.94,10.0,11.63,1.63,0.022614,1,ok,20260508T163810+0900_583_xavier_mob050_dvfs2_trt_l025_r6_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,0.25,71.88,7,71.93,11.77,9.8,11.61,1.81,0.025163,1,ok,20260508T163931+0900_175_xavier_mob050_dvfs2_trt_l025_r7_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,0.25,71.88,8,70.38,11.92,9.8,11.61,1.81,0.025718,1,ok,20260508T164051+0900_772_xavier_mob050_dvfs2_trt_l025_r8_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,0.25,71.88,9,72.03,11.81,9.9,11.6,1.7,0.023601,1,ok,20260508T164212+0900_371_xavier_mob050_dvfs2_trt_l025_r9_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,0.5,143.75,0,144.78,15.81,9.9,13.28,3.38,0.023346,1,ok,20260508T164333+0900_025_xavier_mob050_dvfs2_trt_l050_r0_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,0.5,143.75,1,145.42,15.62,9.8,13.29,3.49,0.023999,1,ok,20260508T164453+0900_589_xavier_mob050_dvfs2_trt_l050_r1_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,0.5,143.75,2,145.72,16.18,9.9,13.25,3.35,0.022989,1,ok,20260508T164614+0900_541_xavier_mob050_dvfs2_trt_l050_r2_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,0.5,143.75,3,145.48,15.36,9.9,13.27,3.37,0.023165,1,ok,20260508T164735+0900_165_xavier_mob050_dvfs2_trt_l050_r3_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,0.5,143.75,4,143.68,15.65,9.8,13.23,3.43,0.023872,1,ok,20260508T164855+0900_739_xavier_mob050_dvfs2_trt_l050_r4_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,0.5,143.75,5,144.87,15.36,9.85,13.25,3.4,0.023469,1,ok,20260508T165016+0900_302_xavier_mob050_dvfs2_trt_l050_r5_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,0.5,143.75,6,143.8,15.35,9.85,13.28,3.43,0.023853,1,ok,20260508T165136+0900_924_xavier_mob050_dvfs2_trt_l050_r6_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,0.5,143.75,7,141.58,15.55,9.8,13.2,3.4,0.024015,1,ok,20260508T165257+0900_517_xavier_mob050_dvfs2_trt_l050_r7_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,0.5,143.75,8,145.27,15.18,9.9,13.19,3.29,0.022647,1,ok,20260508T165418+0900_045_xavier_mob050_dvfs2_trt_l050_r8_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,0.5,143.75,9,142.25,15.56,10.1,13.19,3.09,0.021722,1,ok,20260508T165538+0900_640_xavier_mob050_dvfs2_trt_l050_r9_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,0.75,215.62,0,216.65,23.4,9.8,14.78,4.98,0.022986,1,ok,20260508T165659+0900_184_xavier_mob050_dvfs2_trt_l075_r0_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,0.75,215.62,1,214.4,22.04,9.95,14.8,4.85,0.022621,1,ok,20260508T165819+0900_793_xavier_mob050_dvfs2_trt_l075_r1_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,0.75,215.62,2,216.07,24.35,9.8,14.86,5.06,0.023418,1,ok,20260508T165940+0900_361_xavier_mob050_dvfs2_trt_l075_r2_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,0.75,215.62,3,212.15,23.63,9.9,14.82,4.92,0.023191,1,ok,20260508T170100+0900_941_xavier_mob050_dvfs2_trt_l075_r3_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,0.75,215.62,4,217.15,23.8,9.9,14.79,4.89,0.022519,1,ok,20260508T170221+0900_559_xavier_mob050_dvfs2_trt_l075_r4_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,0.75,215.62,5,215.65,23.69,9.9,14.82,4.92,0.022815,1,ok,20260508T170342+0900_120_xavier_mob050_dvfs2_trt_l075_r5_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,0.75,215.62,6,218.38,24.71,9.9,14.93,5.03,0.023033,1,ok,20260508T170502+0900_701_xavier_mob050_dvfs2_trt_l075_r6_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,0.75,215.62,7,214.05,22.87,9.8,14.86,5.06,0.023639,1,ok,20260508T170623+0900_257_xavier_mob050_dvfs2_trt_l075_r7_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,0.75,215.62,8,214.52,24.06,10.0,14.76,4.76,0.022189,1,ok,20260508T170743+0900_785_xavier_mob050_dvfs2_trt_l075_r8_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,0.75,215.62,9,216.7,24.22,9.8,14.86,5.06,0.02335,1,ok,20260508T170904+0900_349_xavier_mob050_dvfs2_trt_l075_r9_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,1.0,287.5,0,287.03,119.86,9.85,16.35,6.5,0.022646,1,ok,20260508T171025+0900_341_xavier_mob050_dvfs2_trt_l100_r0_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,1.0,287.5,1,287.12,88.84,9.8,16.43,6.63,0.023091,1,ok,20260508T171146+0900_009_xavier_mob050_dvfs2_trt_l100_r1_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,1.0,287.5,2,288.42,65.77,9.8,16.37,6.57,0.022779,1,ok,20260508T171306+0900_629_xavier_mob050_dvfs2_trt_l100_r2_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,1.0,287.5,3,289.92,77.88,9.8,16.43,6.63,0.022868,1,ok,20260508T171427+0900_197_xavier_mob050_dvfs2_trt_l100_r3_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,1.0,287.5,4,287.78,128.06,9.8,16.37,6.57,0.02283,1,ok,20260508T171547+0900_813_xavier_mob050_dvfs2_trt_l100_r4_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,1.0,287.5,5,285.9,83.25,9.9,16.33,6.43,0.02249,1,ok,20260508T171708+0900_401_xavier_mob050_dvfs2_trt_l100_r5_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,1.0,287.5,6,286.08,64.83,9.9,16.42,6.52,0.022791,1,ok,20260508T171828+0900_917_xavier_mob050_dvfs2_trt_l100_r6_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,1.0,287.5,7,288.25,80.28,9.9,16.41,6.51,0.022585,1,ok,20260508T171949+0900_554_xavier_mob050_dvfs2_trt_l100_r7_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,1.0,287.5,8,292.93,93.5,10.1,16.53,6.43,0.021951,1,ok,20260508T172110+0900_152_xavier_mob050_dvfs2_trt_l100_r8_lsweep.json,1
xavier,mobilenet-v2-050,2,MODE_15W_6CORE,dvfs2,jetson,287.5,1.0,287.5,9,289.22,67.14,10.0,16.43,6.43,0.022232,1,ok,20260508T172230+0900_785_xavier_mob050_dvfs2_trt_l100_r9_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,0.25,54.7,0,54.57,14.26,9.45,10.53,1.08,0.019791,1,ok,20260508T172444+0900_124_xavier_mob050_dvfs3_trt_l025_r0_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,0.25,54.7,1,53.7,14.22,9.4,10.46,1.06,0.019739,1,ok,20260508T172604+0900_832_xavier_mob050_dvfs3_trt_l025_r1_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,0.25,54.7,2,54.0,13.89,9.6,10.53,0.93,0.017222,1,ok,20260508T172732+0900_510_xavier_mob050_dvfs3_trt_l025_r2_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,0.25,54.7,3,55.17,14.07,9.4,10.53,1.13,0.020482,1,ok,20260508T172855+0900_264_xavier_mob050_dvfs3_trt_l025_r3_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,0.25,54.7,4,55.02,15.14,9.4,10.52,1.12,0.020356,1,ok,20260508T173016+0900_006_xavier_mob050_dvfs3_trt_l025_r4_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,0.25,54.7,5,53.8,14.26,9.5,10.52,1.02,0.018959,1,ok,20260508T173136+0900_791_xavier_mob050_dvfs3_trt_l025_r5_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,0.25,54.7,6,55.05,14.46,9.45,10.47,1.02,0.018529,1,ok,20260508T173257+0900_624_xavier_mob050_dvfs3_trt_l025_r6_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,0.25,54.7,7,53.7,13.89,9.4,10.52,1.12,0.020857,1,ok,20260508T173418+0900_325_xavier_mob050_dvfs3_trt_l025_r7_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,0.25,54.7,8,54.5,14.35,9.3,10.51,1.21,0.022202,1,ok,20260508T173539+0900_085_xavier_mob050_dvfs3_trt_l025_r8_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,0.25,54.7,9,53.35,14.58,9.4,10.45,1.05,0.019681,1,ok,20260508T173659+0900_811_xavier_mob050_dvfs3_trt_l025_r9_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,0.5,109.4,0,111.47,19.65,9.4,11.49,2.09,0.018749,1,ok,20260508T173820+0900_485_xavier_mob050_dvfs3_trt_l050_r0_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,0.5,109.4,1,108.93,20.23,9.4,11.49,2.09,0.019187,1,ok,20260508T173941+0900_219_xavier_mob050_dvfs3_trt_l050_r1_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,0.5,109.4,2,108.18,19.69,9.3,11.43,2.13,0.019689,1,ok,20260508T174101+0900_973_xavier_mob050_dvfs3_trt_l050_r2_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,0.5,109.4,3,108.95,19.5,9.5,11.51,2.01,0.018449,1,ok,20260508T174222+0900_710_xavier_mob050_dvfs3_trt_l050_r3_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,0.5,109.4,4,109.6,19.04,9.4,11.49,2.09,0.019069,1,ok,20260508T174343+0900_404_xavier_mob050_dvfs3_trt_l050_r4_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,0.5,109.4,5,110.98,19.22,9.35,11.48,2.13,0.019193,1,ok,20260508T174504+0900_034_xavier_mob050_dvfs3_trt_l050_r5_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,0.5,109.4,6,111.25,18.86,9.4,11.49,2.09,0.018787,1,ok,20260508T174624+0900_740_xavier_mob050_dvfs3_trt_l050_r6_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,0.5,109.4,7,109.43,20.1,9.35,11.5,2.15,0.019647,1,ok,20260508T174745+0900_596_xavier_mob050_dvfs3_trt_l050_r7_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,0.5,109.4,8,106.95,19.65,9.3,11.42,2.12,0.019822,1,ok,20260508T174906+0900_284_xavier_mob050_dvfs3_trt_l050_r8_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,0.5,109.4,9,109.67,20.12,9.4,11.55,2.15,0.019604,1,ok,20260508T175026+0900_981_xavier_mob050_dvfs3_trt_l050_r9_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,0.75,164.1,0,161.43,28.67,9.4,12.41,3.01,0.018646,1,ok,20260508T175147+0900_709_xavier_mob050_dvfs3_trt_l075_r0_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,0.75,164.1,1,167.72,36.21,9.45,12.51,3.06,0.018245,1,ok,20260508T175308+0900_404_xavier_mob050_dvfs3_trt_l075_r1_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,0.75,164.1,2,165.95,29.75,9.6,12.47,2.87,0.017294,1,ok,20260508T175429+0900_104_xavier_mob050_dvfs3_trt_l075_r2_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,0.75,164.1,3,161.33,29.2,9.5,12.45,2.95,0.018286,1,ok,20260508T175549+0900_932_xavier_mob050_dvfs3_trt_l075_r3_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,0.75,164.1,4,165.23,35.48,9.3,12.48,3.18,0.019246,1,ok,20260508T175710+0900_633_xavier_mob050_dvfs3_trt_l075_r4_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,0.75,164.1,5,165.8,35.05,9.35,12.56,3.21,0.019361,1,ok,20260508T175831+0900_332_xavier_mob050_dvfs3_trt_l075_r5_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,0.75,164.1,6,162.93,31.48,9.45,12.42,2.97,0.018229,1,ok,20260508T175952+0900_008_xavier_mob050_dvfs3_trt_l075_r6_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,0.75,164.1,7,162.7,31.66,9.4,12.44,3.04,0.018685,1,ok,20260508T180112+0900_716_xavier_mob050_dvfs3_trt_l075_r7_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,0.75,164.1,8,167.57,33.59,9.4,12.55,3.15,0.018798,1,ok,20260508T180233+0900_416_xavier_mob050_dvfs3_trt_l075_r8_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,0.75,164.1,9,162.55,29.63,9.4,12.49,3.09,0.01901,1,ok,20260508T180354+0900_128_xavier_mob050_dvfs3_trt_l075_r9_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,1.0,218.8,0,220.67,107.25,9.4,13.48,4.08,0.018489,1,ok,20260508T180514+0900_856_xavier_mob050_dvfs3_trt_l100_r0_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,1.0,218.8,1,217.33,75.22,9.45,13.42,3.97,0.018267,1,ok,20260508T180635+0900_528_xavier_mob050_dvfs3_trt_l100_r1_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,1.0,218.8,2,219.78,95.09,9.3,13.41,4.11,0.018701,1,ok,20260508T180756+0900_248_xavier_mob050_dvfs3_trt_l100_r2_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,1.0,218.8,3,221.23,841.04,9.35,13.51,4.16,0.018804,1,ok,20260508T180916+0900_999_xavier_mob050_dvfs3_trt_l100_r3_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,1.0,218.8,4,217.43,87.06,9.4,13.41,4.01,0.018443,1,ok,20260508T181037+0900_976_xavier_mob050_dvfs3_trt_l100_r4_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,1.0,218.8,5,216.43,64.55,9.4,13.39,3.99,0.018436,1,ok,20260508T181158+0900_653_xavier_mob050_dvfs3_trt_l100_r5_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,1.0,218.8,6,217.93,107.22,9.5,13.43,3.93,0.018033,1,ok,20260508T181319+0900_488_xavier_mob050_dvfs3_trt_l100_r6_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,1.0,218.8,7,215.65,79.42,9.5,13.4,3.9,0.018085,1,ok,20260508T181440+0900_364_xavier_mob050_dvfs3_trt_l100_r7_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,1.0,218.8,8,217.32,80.79,9.4,13.38,3.98,0.018314,1,ok,20260508T181601+0900_100_xavier_mob050_dvfs3_trt_l100_r8_lsweep.json,1
xavier,mobilenet-v2-050,3,MODE_10W_2CORE,dvfs3,jetson,218.8,1.0,218.8,9,220.8,87.4,9.4,13.47,4.07,0.018433,1,ok,20260508T181721+0900_933_xavier_mob050_dvfs3_trt_l100_r9_lsweep.json,1
xavier,mobilenet-v2-050,4,MODE_10W_4CORE,dvfs4,jetson,225.6,0.25,56.4,0,57.5,13.66,9.7,10.65,0.95,0.016522,1,ok,20260508T181935+0900_685_xavier_mob050_dvfs4_trt_l025_r0_lsweep.json,1
xavier,mobilenet-v2-050,4,MODE_10W_4CORE,dvfs4,jetson,225.6,0.25,56.4,1,55.48,13.52,9.7,10.62,0.92,0.016583,1,ok,20260508T182056+0900_500_xavier_mob050_dvfs4_trt_l025_r1_lsweep.json,1
xavier,mobilenet-v2-050,4,MODE_10W_4CORE,dvfs4,jetson,225.6,0.25,56.4,2,55.8,13.55,9.7,10.65,0.95,0.017025,1,ok,20260508T182217+0900_354_xavier_mob050_dvfs4_trt_l025_r2_lsweep.json,1
xavier,mobilenet-v2-050,4,MODE_10W_4CORE,dvfs4,jetson,225.6,0.25,56.4,3,55.28,13.88,9.5,10.59,1.09,0.019718,1,ok,20260508T182338+0900_129_xavier_mob050_dvfs4_trt_l025_r3_lsweep.json,1
xavier,mobilenet-v2-050,4,MODE_10W_4CORE,dvfs4,jetson,225.6,0.25,56.4,4,54.98,13.84,9.55,10.58,1.03,0.018734,1,ok,20260508T182458+0900_960_xavier_mob050_dvfs4_trt_l025_r4_lsweep.json,1
xavier,mobilenet-v2-050,4,MODE_10W_4CORE,dvfs4,jetson,225.6,0.25,56.4,5,55.08,13.73,9.5,10.58,1.08,0.019608,1,ok,20260508T182619+0900_803_xavier_mob050_dvfs4_trt_l025_r5_lsweep.json,1
xavier,mobilenet-v2-050,4,MODE_10W_4CORE,dvfs4,jetson,225.6,0.25,56.4,6,57.87,13.49,9.45,10.67,1.22,0.021082,1,ok,20260508T182740+0900_598_xavier_mob050_dvfs4_trt_l025_r6_lsweep.json,1
xavier,mobilenet-v2-050,4,MODE_10W_4CORE,dvfs4,jetson,225.6,0.25,56.4,7,55.88,13.7,9.4,10.61,1.21,0.021654,1,ok,20260508T182901+0900_317_xavier_mob050_dvfs4_trt_l025_r7_lsweep.json,1
xavier,mobilenet-v2-050,4,MODE_10W_4CORE,dvfs4,jetson,225.6,0.25,56.4,8,54.95,13.25,9.5,10.57,1.07,0.019472,1,ok,20260508T183022+0900_129_xavier_mob050_dvfs4_trt_l025_r8_lsweep.json,1
xavier,mobilenet-v2-050,4,MODE_10W_4CORE,dvfs4,jetson,225.6,0.25,56.4,9,56.38,13.59,9.55,10.6,1.05,0.018624,1,ok,20260508T183142+0900_932_xavier_mob050_dvfs4_trt_l025_r9_lsweep.json,1
xavier,mobilenet-v2-050,4,MODE_10W_4CORE,dvfs4,jetson,225.6,0.5,112.8,0,112.15,16.95,9.7,11.57,1.87,0.016674,1,ok,20260508T183303+0900_776_xavier_mob050_dvfs4_trt_l050_r0_lsweep.json,1
xavier,mobilenet-v2-050,4,MODE_10W_4CORE,dvfs4,jetson,225.6,0.5,112.8,1,113.13,18.01,9.5,11.62,2.12,0.01874,1,ok,20260508T183424+0900_624_xavier_mob050_dvfs4_trt_l050_r1_lsweep.json,1
xavier,mobilenet-v2-050,4,MODE_10W_4CORE,dvfs4,jetson,225.6,0.5,112.8,2,113.18,17.83,9.4,11.63,2.23,0.019703,1,ok,20260508T183545+0900_421_xavier_mob050_dvfs4_trt_l050_r2_lsweep.json,1
xavier,mobilenet-v2-050,4,MODE_10W_4CORE,dvfs4,jetson,225.6,0.5,112.8,3,111.72,17.12,9.6,11.61,2.01,0.017991,1,ok,20260508T183706+0900_262_xavier_mob050_dvfs4_trt_l050_r3_lsweep.json,1
xavier,mobilenet-v2-050,4,MODE_10W_4CORE,dvfs4,jetson,225.6,0.5,112.8,4,112.0,17.08,9.5,11.57,2.07,0.018482,1,ok,20260508T183827+0900_121_xavier_mob050_dvfs4_trt_l050_r4_lsweep.json,1
xavier,mobilenet-v2-050,4,MODE_10W_4CORE,dvfs4,jetson,225.6,0.5,112.8,5,114.0,17.46,9.4,11.61,2.21,0.019386,1,ok,20260508T183948+0900_021_xavier_mob050_dvfs4_trt_l050_r5_lsweep.json,1
xavier,mobilenet-v2-050,4,MODE_10W_4CORE,dvfs4,jetson,225.6,0.5,112.8,6,113.57,17.33,9.5,11.61,2.11,0.018579,1,ok,20260508T184108+0900_863_xavier_mob050_dvfs4_trt_l050_r6_lsweep.json,1
xavier,mobilenet-v2-050,4,MODE_10W_4CORE,dvfs4,jetson,225.6,0.5,112.8,7,114.48,17.81,9.5,11.68,2.18,0.019043,1,ok,20260508T184229+0900_738_xavier_mob050_dvfs4_trt_l050_r7_lsweep.json,1
xavier,mobilenet-v2-050,4,MODE_10W_4CORE,dvfs4,jetson,225.6,0.5,112.8,8,111.02,16.71,9.4,11.59,2.19,0.019726,1,ok,20260508T184350+0900_562_xavier_mob050_dvfs4_trt_l050_r8_lsweep.json,1
xavier,mobilenet-v2-050,4,MODE_10W_4CORE,dvfs4,jetson,225.6,0.5,112.8,9,114.72,17.65,9.4,11.65,2.25,0.019613,1,ok,20260508T184511+0900_435_xavier_mob050_dvfs4_trt_l050_r9_lsweep.json,1
xavier,mobilenet-v2-050,4,MODE_10W_4CORE,dvfs4,jetson,225.6,0.75,169.2,0,168.95,25.51,9.55,12.6,3.05,0.018053,1,ok,20260508T184632+0900_324_xavier_mob050_dvfs4_trt_l075_r0_lsweep.json,1
xavier,mobilenet-v2-050,4,MODE_10W_4CORE,dvfs4,jetson,225.6,0.75,169.2,1,168.8,25.3,9.45,12.59,3.14,0.018602,1,ok,20260508T184753+0900_185_xavier_mob050_dvfs4_trt_l075_r1_lsweep.json,1
xavier,mobilenet-v2-050,4,MODE_10W_4CORE,dvfs4,jetson,225.6,0.75,169.2,2,169.48,26.98,9.4,12.58,3.18,0.018763,1,ok,20260508T184914+0900_023_xavier_mob050_dvfs4_trt_l075_r2_lsweep.json,1
